"Analyte","SampleID","Spp_Loc","SampleDate","Sex","Weight","Length","Precipitation","value","Media","System","Seasonality","Chain_len","Acronym2"
"33FTCA","JBA088-SW-RIPP-042621","ripp",2021-04-26,NA,NA,NA,NA,2.59,"water","AFBC","spring",3,"Other"
"33FTCA","JBA116-SED-EXIT-07162021","exit",2021-07-16,NA,NA,NA,NA,0.08,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA133-SW-SPILL-07142021","spill",2021-07-14,NA,NA,NA,0,2.95,"water","AFBC","summer",3,"Other"
"33FTCA","JBA058-SED-RIPP-04152021","ripp",2021-04-15 12:00:00,NA,NA,NA,NA,0.245,"sediment","AFBC","spring",3,"Other"
"33FTCA","JBA060-SED-EXIT-04152021","exit",2021-04-15 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","spring",3,"Other"
"33FTCA","CC005-JBA-08132021","dace. sp",2021-04-28,"U",6.15,8,NA,0.0837382525633518,"whole body","AFBC","spring",3,"Other"
"33FTCA","JBA084-SW-DOWN-0423-21","down",2021-04-23,NA,NA,NA,0,2.85,"water","AFBC","spring",3,"Other"
"33FTCA","PU056-JBA-08162021","pumpkinseed",2021-07-16,"U",8.8,7,NA,0.075,"whole body","AFBC","summer",3,"Other"
"33FTCA","JBA055-SW-EXIT-040221","exit",2021-04-02,NA,NA,NA,0,2.8,"water","AFBC","spring",3,"Other"
"33FTCA","PU060-LIV-08162021","pumpkinseed",2021-07-16,"M",34.45,12,NA,1.34,"liver","AFBC","summer",3,"Other"
"33FTCA","JBA090-SED-RIPP-06232021","ripp",2021-06-23 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","CC004-JBA-08132021","dace. sp",2021-04-28,"U",6.8,8,NA,0.0789945427958015,"whole body","AFBC","spring",3,"Other"
"33FTCA","JBA118-SW-SPILL-07072021","spill",2021-07-07,NA,NA,NA,0,2.635,"water","AFBC","summer",3,"Other"
"33FTCA","JBA085-SED-SPILL-06162021","spill",2021-06-16 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA075-SED-DOWN-04282021","down",2021-04-28,NA,NA,NA,NA,0.08,"sediment","AFBC","spring",3,"Other"
"33FTCA","JBA089-SED-SPILL-06232021","spill",2021-06-23 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA048-SED-EXIT-04072021","exit",2021-04-07 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","spring",3,"Other"
"33FTCA","BRS003-JBA-08132021","darter sp.",2021-04-28,"U",4.95,8,NA,0.0775,"whole body","AFBC","spring",3,"Other"
"33FTCA","CC011-JBA-08162021","dace. sp",2021-07-16,"U",4.16,8,NA,0.243,"whole body","AFBC","summer",3,"Other"
"33FTCA","JBA109-SED-SPILL-07142021","spill",2021-07-14 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA074-SED-RIPP-04282021","ripp",2021-04-28,NA,NA,NA,NA,0.08,"sediment","AFBC","spring",3,"Other"
"33FTCA","JBA047-SED-DOWN-04072021","down",2021-04-07 12:00:00,NA,NA,NA,NA,0.245,"sediment","AFBC","spring",3,"Other"
"33FTCA","JBA076-SED-EXIT-04282021","exit",2021-04-28,NA,NA,NA,NA,0.08,"sediment","AFBC","spring",3,"Other"
"33FTCA","PU053-JBA-08162021","pumpkinseed",2021-07-16,"U",11.85,8,NA,0.076,"whole body","AFBC","summer",3,"Other"
"33FTCA","JBA092-SW-SPILL-042821","spill",2021-04-28,NA,NA,NA,0,2.84,"water","AFBC","spring",3,"Other"
"33FTCA","JBA063-SED-DOWN-04222021","down",2021-04-22 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","spring",3,"Other"
"33FTCA","JBA106-SED-RIPP-07122021","ripp",2021-07-12 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","PU054-JBA-08162021","pumpkinseed",2021-07-16,"U",12.25,8,NA,0.081,"whole body","AFBC","summer",3,"Other"
"33FTCA","JBA081-SED-SPILL-06142021","spill",2021-06-14,NA,NA,NA,NA,0.08,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA090-SW-EXIT-042621","exit",2021-04-26,NA,NA,NA,NA,2.635,"water","AFBC","spring",3,"Other"
"33FTCA","JBA091-SED-DOWN-06232021","down",2021-06-23 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","CC007-JBA-08132021","creek chubsucker",2021-04-28,"U",7.65,10,NA,0.071,"whole body","AFBC","spring",3,"Other"
"33FTCA","JBA113-SED-SPILL-07162021","spill",2021-07-16,NA,NA,NA,NA,0.08,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA111-SED-DOWN-07142021","down",2021-07-14 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA089-SW-DOWN-042621","down",2021-04-26,NA,NA,NA,NA,2.655,"water","AFBC","spring",3,"Other"
"33FTCA","PU055-JBA-08162021","pumpkinseed",2021-07-16,"U",12.21,8,NA,0.0875,"whole body","AFBC","summer",3,"Other"
"33FTCA","JBA085-SW-EXIT-0423-21","exit",2021-04-23,NA,NA,NA,0,2.85,"water","AFBC","spring",3,"Other"
"33FTCA","CC010-JBA-08162021","dace. sp",2021-07-16,"U",7.6,8,NA,0.273,"whole body","AFBC","summer",3,"Other"
"33FTCA","JBA087-SED-DOWN-06162021","down",2021-06-16 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA086-SED-RIPP-06162021","ripp",2021-06-16 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA087-SW-SPILL-042621","spill",2021-04-26,NA,NA,NA,NA,2.72,"water","AFBC","spring",3,"Other"
"33FTCA","JBA108-SED-EXIT-07122021","exit",2021-07-12 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA064-SED-EXIT-04222021","exit",2021-04-22 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","spring",3,"Other"
"33FTCA","CC009-JBA-08162021","dace. sp",2021-07-16,"U",10.02,9,NA,0.216,"whole body","AFBC","summer",3,"Other"
"33FTCA","JBA107-SED-DOWN-07122021","down",2021-07-12 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","CC008-JBA-08162021","dace. sp",2021-07-16,"U",23.18,12,NA,0.2465,"whole body","AFBC","summer",3,"Other"
"33FTCA","JBA112-SED-EXIT-07142021","exit",2021-07-14 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","summer",3,"Other"
"33FTCA","JBA069-SED-SPILL-04262021","spill",2021-04-26 12:00:00,NA,NA,NA,NA,0.25,"sediment","AFBC","spring",3,"Other"
"42FTS","GC019-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.79,6,NA,0.068,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA060-SED-EXIT-04152021","exit",2021-04-15 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","CS006-JBA-08132021","darter sp.",2021-04-28,"U",2.6,6,NA,0.055,"whole body","AFBC","spring",4,"Other"
"42FTS","GC006-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.25,6,NA,0.06,"whole body","AFBC","spring",4,"Other"
"42FTS","GC005-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.75,6,NA,0.057,"whole body","AFBC","spring",4,"Other"
"42FTS","CS004-JBA-08132021","darter sp.",2021-04-28,"U",2.35,6,NA,0.0579149557166494,"whole body","AFBC","spring",4,"Other"
"42FTS","PU064-MU-08162021","pumpkinseed",2021-07-16,"M",55,12,NA,0.11,"muscle","AFBC","summer",4,"Other"
"42FTS","GC007-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.1,6,NA,0.062,"whole body","AFBC","spring",4,"Other"
"42FTS","CS005-JBA-08132021","darter sp.",2021-04-28,"U",3.15,7,NA,0.0595,"whole body","AFBC","spring",4,"Other"
"42FTS","PU066-JBA-08162021","pumpkinseed",2021-07-16,"U",10.21,8,NA,0.2135,"whole body","AFBC","summer",4,"Other"
"42FTS","PU065-JBA-08162021","pumpkinseed",2021-07-16,"U",6.27,7,NA,0.109,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA059-SED-DOWN-04152021","down",2021-04-15 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","GC024-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.93,6,NA,0.248,"whole body","AFBC","summer",4,"Other"
"42FTS","PU067-JBA-08162021","pumpkinseed",2021-07-16,"U",22.29,11,NA,0.2165,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA061-SED-SPILL-04222021","spill",2021-04-22 12:00:00,NA,NA,NA,NA,0.195,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA071-SED-DOWN-04262021","down",2021-04-26 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA081-SED-SPILL-06142021","spill",2021-06-14,NA,NA,NA,NA,0.08,"sediment","AFBC","summer",4,"Other"
"42FTS","JBA058-SED-RIPP-04152021","ripp",2021-04-15 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","GC025-JBA-08162021","swallowtail shiner",2021-07-16,"U",2.45,6,NA,0.217,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA056-SED-EXIT-04132021","exit",2021-04-13 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","PU040-LIV-08162021","pumpkinseed",2021-07-16,"M",40.79,13,NA,0.1655,"liver","AFBC","summer",4,"Other"
"42FTS","PU068-JBA-08162021","pumpkinseed",2021-07-16,"U",15.22,10,NA,0.2245,"whole body","AFBC","summer",4,"Other"
"42FTS","GC020-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.31,5,NA,0.078,"whole body","AFBC","summer",4,"Other"
"42FTS","CS007-JBA-08162021","darter sp.",2021-07-16,"U",1.34,4,NA,0.127,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA055-SED-DOWN-04132021","down",2021-04-13 12:00:00,NA,NA,NA,NA,0.195,"sediment","AFBC","spring",4,"Other"
"42FTS","PU062-JBA-08162021","pumpkinseed",2021-07-16,"U",11.56,8,NA,0.106,"whole body","AFBC","summer",4,"Other"
"42FTS","PU040-MU-08162021","pumpkinseed",2021-07-16,"M",40.79,13,NA,0.0695,"muscle","AFBC","summer",4,"Other"
"42FTS","CC017-JBA-08162021","dace. sp",2021-07-16,"U",1.63,4,NA,0.232,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA134-SW-RIPP-07142021","ripp",2021-07-14,NA,NA,NA,0,16,"water","AFBC","summer",4,"Other"
"42FTS","JBA136-SW-EXIT-07142021","exit",2021-07-14,NA,NA,NA,0,20,"water","AFBC","summer",4,"Other"
"42FTS","GC021-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.65,5,NA,0.248,"whole body","AFBC","summer",4,"Other"
"42FTS","GC023-JBA-08162021","swallowtail shiner",2021-07-16,"U",2.2,6,NA,0.224,"whole body","AFBC","summer",4,"Other"
"42FTS","CC012-JBA-08162021","dace. sp",2021-07-16,"U",6.17,8,NA,0.2175,"whole body","AFBC","summer",4,"Other"
"42FTS","PU019-JBA-08132021","pumpkinseed",2021-04-28,"U",10.5,8,NA,0.0553068952972546,"whole body","AFBC","spring",4,"Other"
"42FTS","JBA070-SED-RIPP-04262021","ripp",2021-04-26 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA135-SW-DOWN-07142021","down",2021-07-14,NA,NA,NA,0,21,"water","AFBC","summer",4,"Other"
"42FTS","PU072-JBA-08162021","pumpkinseed",2021-07-16,"U",11.52,9,NA,0.2135,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA082-SED-RIPP-06142021","ripp",2021-06-14,NA,NA,NA,NA,0.08,"sediment","AFBC","summer",4,"Other"
"42FTS","GC004-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.4,6,NA,0.0515,"whole body","AFBC","spring",4,"Other"
"42FTS","SS003-JBA-08132021","dace. sp",2021-07-16,"U",2.01,4,NA,0.109,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA057-SED-SPILL-04152021","spill",2021-04-15 12:00:00,NA,NA,NA,NA,0.195,"sediment","AFBC","spring",4,"Other"
"42FTS","GC008-JBA-08132021","swallowtail shiner",2021-04-28,"U",1.9,5,NA,0.0565,"whole body","AFBC","spring",4,"Other"
"42FTS","PU069-JBA-08162021","pumpkinseed",2021-07-16,"U",13.2,9,NA,0.2175,"whole body","AFBC","summer",4,"Other"
"42FTS","PU073-JBA-08162021","pumpkinseed",2021-07-16,"U",9.23,8,NA,0.2145,"whole body","AFBC","summer",4,"Other"
"42FTS","EMM001-JBA-08132021","eastern mudminnow",2021-04-28,"U",2.25,6,NA,0.0613269406241787,"whole body","AFBC","spring",4,"Other"
"42FTS","ESM001-JBA-08162021","fallfish",2021-07-16,"U",4.83,8,NA,0.1065,"whole body","AFBC","summer",4,"Other"
"42FTS","PU063-JBA-08162021","pumpkinseed",2021-07-16,"U",16.59,8,NA,0.1105,"whole body","AFBC","summer",4,"Other"
"42FTS","PU041-LIV-08162021","pumpkinseed",2021-07-16,"M",30.45,12,NA,0.2525,"liver","AFBC","summer",4,"Other"
"42FTS","JBA062-SED-RIPP-04222021","ripp",2021-04-22 12:00:00,NA,NA,NA,NA,0.195,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA072-SED-EXIT-04262021","exit",2021-04-26 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA138-SW-SPILL-07162021","spill",2021-07-16,NA,NA,NA,0,13.3,"water","AFBC","summer",4,"Other"
"42FTS","GC022-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.89,6,NA,0.213,"whole body","AFBC","summer",4,"Other"
"42FTS","PU016-MU-08132021","pumpkinseed",2021-04-28,"U",25.5,10,NA,0.062074664351585,"muscle","AFBC","spring",4,"Other"
"42FTS","CC013-JBA-08162021","dace. sp",2021-07-16,"U",14.56,11,NA,0.234,"whole body","AFBC","summer",4,"Other"
"42FTS","SS005-JBA-08132021","dace. sp",2021-07-16,"U",2.04,5,NA,0.128,"whole body","AFBC","summer",4,"Other"
"42FTS","CCS002-JBA-08162021","dace. sp",2021-04-28,"U",13.86,11,NA,0.061,"whole body","AFBC","spring",4,"Other"
"42FTS","PU004-JBA-08132021","pumpkinseed",2021-04-28,"U",7.52,8,NA,0.0601544169473684,"whole body","AFBC","spring",4,"Other"
"42FTS","GC013-JBA-08132021","swallowtail shiner",2021-04-28,"U",1.6,5,NA,0.059,"whole body","AFBC","spring",4,"Other"
"42FTS","JBA083-SED-DOWN-06142021","down",2021-06-14,NA,NA,NA,NA,0.08,"sediment","AFBC","summer",4,"Other"
"42FTS","BRS005-JBA-08132021","darter sp.",2021-04-28,"U",5.4,8,NA,0.0545,"whole body","AFBC","spring",4,"Other"
"42FTS","SS004-JBA-08132021","dace. sp",2021-07-16,"U",2.12,6,NA,0.122,"whole body","AFBC","summer",4,"Other"
"42FTS","CCS001-JBA-08162021","creek chubsucker",2021-04-28,"U",22.23,12,NA,0.059,"whole body","AFBC","spring",4,"Other"
"42FTS","PU003-JBA-08132021","pumpkinseed",2021-04-28,"U",10.71,8,NA,0.198509575926316,"whole body","AFBC","spring",4,"Other"
"42FTS","GC012-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.3,6,NA,0.0575,"whole body","AFBC","spring",4,"Other"
"42FTS","SM001-JBA-08132021","dace. sp",2021-04-28,"U",5.7,8,NA,0.0578192878154037,"whole body","AFBC","spring",4,"Other"
"42FTS","BRS004-JBA-08132021","darter sp.",2021-04-28,"U",5.85,8,NA,0.0595,"whole body","AFBC","spring",4,"Other"
"42FTS","ESM002-JBA-08162021","fallfish",2021-07-16,"U",3.57,8,NA,0.11,"whole body","AFBC","summer",4,"Other"
"42FTS","PU020-JBA-08132021","pumpkinseed",2021-04-28,"U",9.7,8,NA,0.060219099116129,"whole body","AFBC","spring",4,"Other"
"42FTS","PU043-JBA-08162021","pumpkinseed",2021-07-16,"U",7.72,8,NA,0.0735,"whole body","AFBC","summer",4,"Other"
"42FTS","PU071-JBA-08162021","pumpkinseed",2021-07-16,"U",11.46,9,NA,0.209,"whole body","AFBC","summer",4,"Other"
"42FTS","PU049-JBA-08162021","pumpkinseed",2021-07-16,"U",3.29,6,NA,0.0725,"whole body","AFBC","summer",4,"Other"
"42FTS","PU034-JBA-08162021","pumpkinseed",2021-07-16,"U",6.99,6,NA,0.0545,"whole body","AFBC","summer",4,"Other"
"42FTS","EMM003-JBA-08132021","eastern mudminnow",2021-04-28,"U",2.15,6,NA,0.0565,"whole body","AFBC","spring",4,"Other"
"42FTS","PU038-JBA-08162021","pumpkinseed",2021-07-16,"U",12.02,8,NA,0.0545,"whole body","AFBC","summer",4,"Other"
"42FTS","PU042-JBA-08162021","pumpkinseed",2021-07-16,"U",10.43,9,NA,0.0815,"whole body","AFBC","summer",4,"Other"
"42FTS","GC009-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.45,5,NA,0.056,"whole body","AFBC","spring",4,"Other"
"42FTS","PU070-JBA-08162021","pumpkinseed",2021-07-16,"U",13.51,10,NA,0.2335,"whole body","AFBC","summer",4,"Other"
"42FTS","GC018-JBA-08162021","swallowtail shiner",2021-07-16,"U",1.88,6,NA,0.0685,"whole body","AFBC","summer",4,"Other"
"42FTS","EMM002-JBA-08132021","eastern mudminnow",2021-04-28,"U",2.75,6,NA,0.0555,"whole body","AFBC","spring",4,"Other"
"42FTS","JBA084-SED-EXIT-06142021","exit",2021-06-14,NA,NA,NA,NA,0.08,"sediment","AFBC","summer",4,"Other"
"42FTS","PU064-LIV-08162021","pumpkinseed",2021-07-16,"M",55,12,NA,0.1605,"liver","AFBC","summer",4,"Other"
"42FTS","PU041-MU-08162021","pumpkinseed",2021-07-16,"M",30.45,12,NA,0.069,"muscle","AFBC","summer",4,"Other"
"42FTS","JBA063-SED-DOWN-04222021","down",2021-04-22 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA073-SED-SPILL-04282021","spill",2021-04-28,NA,NA,NA,NA,0.08,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA139-SW-RIPP-07162021","ripp",2021-07-16,NA,NA,NA,0,13.1,"water","AFBC","summer",4,"Other"
"42FTS","SM002-JBA-08132021","dace. sp",2021-04-28,"U",5.2,8,NA,0.0604661651673505,"whole body","AFBC","spring",4,"Other"
"42FTS","PU017-JBA-08132021","pumpkinseed",2021-04-28,"U",6.3,6,NA,0.441670048722397,"whole body","AFBC","spring",4,"Other"
"42FTS","CC014-JBA-08162021","dace. sp",2021-07-16,"U",9.05,10,NA,0.2255,"whole body","AFBC","summer",4,"Other"
"42FTS","SS006-JBA-08132021","dace. sp",2021-07-16,"U",3.02,4,NA,0.124,"whole body","AFBC","summer",4,"Other"
"42FTS","CS001-JBA-08132021","darter sp.",2021-04-28,"U",2.5,6,NA,0.0581675967781471,"whole body","AFBC","spring",4,"Other"
"42FTS","PU005-JBA-08132021","pumpkinseed",2021-04-28,"U",5.73,8,NA,0.0595784704021277,"whole body","AFBC","spring",4,"Other"
"42FTS","GC014-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.15,6,NA,0.055,"whole body","AFBC","spring",4,"Other"
"42FTS","PU035-JBA-08162021","pumpkinseed",2021-07-16,"U",5.14,6,NA,0.0565,"whole body","AFBC","summer",4,"Other"
"42FTS","BRS006-JBA-08132021","darter sp.",2021-04-28,"U",4.6,7,NA,0.0575,"whole body","AFBC","spring",4,"Other"
"42FTS","ESM004-JBA-08162021","fallfish",2021-07-16,"U",5.37,8,NA,0.222,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA025-SW-EXIT-12022020","exit",2020-12-02,NA,NA,NA,0.02,1.95,"water","AFBC","fall/winter",4,"Other"
"42FTS","PU045-JBA-08162021","pumpkinseed",2021-07-16,"U",21.27,10,NA,0.071,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA110-SED-RIPP-07142021","ripp",2021-07-14 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","summer",4,"Other"
"42FTS","PU051-JBA-08162021","pumpkinseed",2021-07-16,"U",4.68,5,NA,0.0655,"whole body","AFBC","summer",4,"Other"
"42FTS","PU016-LIV-08132021","pumpkinseed",2021-04-28,"U",25.5,10,NA,0.0575341711300596,"liver","AFBC","spring",4,"Other"
"42FTS","ESM003-JBA-08162021","fallfish",2021-07-16,"U",4.43,8,NA,0.123,"whole body","AFBC","summer",4,"Other"
"42FTS","PU021-JBA-08132021","pumpkinseed",2021-04-28,"U",10.9,8,NA,0.055504224160555,"whole body","AFBC","spring",4,"Other"
"42FTS","PU044-JBA-08162021","pumpkinseed",2021-07-16,"U",8.65,8,NA,0.0675,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA017-SW-SPILL-11272020","spill",2020-11-27,NA,NA,NA,0,5.2,"water","AFBC","fall/winter",4,"Other"
"42FTS","PU050-JBA-08162021","pumpkinseed",2021-07-16,"U",5.55,6,NA,0.07,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA076-SED-EXIT-04282021","exit",2021-04-28,NA,NA,NA,NA,0.08,"sediment","AFBC","spring",4,"Other"
"42FTS","EMM004-JBA-08132021","eastern mudminnow",2021-04-28,"U",4.05,6,NA,0.0565,"whole body","AFBC","spring",4,"Other"
"42FTS","PU039-JBA-08162021","pumpkinseed",2021-07-16,"U",14.64,8,NA,0.0545,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA098-SED-RIPP-07072021","ripp",2021-07-07 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","summer",4,"Other"
"42FTS","GC010-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.4,6,NA,0.059,"whole body","AFBC","spring",4,"Other"
"42FTS","JBA069-SED-SPILL-04262021","spill",2021-04-26 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA075-SED-DOWN-04282021","down",2021-04-28,NA,NA,NA,NA,0.08,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA141-SW-EXIT-07162021","exit",2021-07-16,NA,NA,NA,0,13,"water","AFBC","summer",4,"Other"
"42FTS","SS002-JBA-08132021","dace. sp",2021-04-28,"U",3,6,NA,0.0497,"whole body","AFBC","spring",4,"Other"
"42FTS","CC016-JBA-08162021","dace. sp",2021-07-16,"U",1.63,5,NA,0.21,"whole body","AFBC","summer",4,"Other"
"42FTS","GC003-JBA-08132021","swallowtail shiner",2021-04-28,"U",1.95,6,NA,0.0585,"whole body","AFBC","spring",4,"Other"
"42FTS","JBA064-SED-EXIT-04222021","exit",2021-04-22 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA074-SED-RIPP-04282021","ripp",2021-04-28,NA,NA,NA,NA,0.08,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA140-SW-DOWN-07162021","down",2021-07-16,NA,NA,NA,0,13.2,"water","AFBC","summer",4,"Other"
"42FTS","SS001-JBA-08132021","dace. sp",2021-04-28,"U",1.75,6,NA,0.0539119774528302,"whole body","AFBC","spring",4,"Other"
"42FTS","PU018-JBA-08132021","pumpkinseed",2021-04-28,"U",13.9,8,NA,0.0587410973127753,"whole body","AFBC","spring",4,"Other"
"42FTS","CC015-JBA-08162021","dace. sp",2021-07-16,"U",2.03,6,NA,0.223,"whole body","AFBC","summer",4,"Other"
"42FTS","SS007-JBA-08162021","dace. sp",2021-07-16,"U",1.79,4,NA,0.2155,"whole body","AFBC","summer",4,"Other"
"42FTS","CS002-JBA-08132021","darter sp.",2021-04-28,"U",3,7,NA,0.0606101322272727,"whole body","AFBC","spring",4,"Other"
"42FTS","PU006-JBA-08132021","pumpkinseed",2021-04-28,"U",5.57,6,NA,0.0591630701225438,"whole body","AFBC","spring",4,"Other"
"42FTS","GC015-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.25,5,NA,0.056,"whole body","AFBC","spring",4,"Other"
"42FTS","PU036-JBA-08162021","pumpkinseed",2021-07-16,"U",10.31,7,NA,0.0555,"whole body","AFBC","summer",4,"Other"
"42FTS","CC001-JBA-08132021","dace. sp",2021-04-28,"U",3.6,5,NA,0.0581917728366583,"whole body","AFBC","spring",4,"Other"
"42FTS","GC001-JBA-08132021","swallowtail shiner",2021-04-28,"U",2.8,6,NA,0.0563985520422961,"whole body","AFBC","spring",4,"Other"
"42FTS","JBA027-SW-SPILL-12082020","spill",2020-12-08,NA,NA,NA,0,4.2,"water","AFBC","fall/winter",4,"Other"
"42FTS","PU046-JBA-08162021","pumpkinseed",2021-07-16,"U",3.24,6,NA,0.069,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA111-SED-DOWN-07142021","down",2021-07-14 12:00:00,NA,NA,NA,NA,0.2,"sediment","AFBC","summer",4,"Other"
"42FTS","PU052-JBA-08162021","pumpkinseed",2021-07-16,"U",9.56,8,NA,0.0685,"whole body","AFBC","summer",4,"Other"
"42FTS","LMB001-JBA-08162021","large mouth bass",2021-07-16,"U",25.51,8,NA,0.1195,"whole body","AFBC","summer",4,"Other"
"42FTS","PU058-JBA-08162021","pumpkinseed",2021-07-16,"U",5.93,6,NA,0.0665,"whole body","AFBC","summer",4,"Other"
"42FTS","PU022-JBA-08132021","pumpkinseed",2021-04-28,"U",4.15,5,NA,0.0553506248052975,"whole body","AFBC","spring",4,"Other"
"42FTS","JBA129-SW-RIPP-07122021","ripp",2021-07-12,NA,NA,NA,0,16.2,"water","AFBC","summer",4,"Other"
"42FTS","JBA018-SW-RIPP-11272020","ripp",2020-11-27,NA,NA,NA,0,5.2,"water","AFBC","fall/winter",4,"Other"
"42FTS","EMM005-JBA-08132021","eastern mudminnow",2021-04-28,"U",3.9,7,NA,0.0525,"whole body","AFBC","spring",4,"Other"
"42FTS","PU010-JBA-08132021","pumpkinseed",2021-04-28,"U",8.45,9,NA,0.0555,"whole body","AFBC","spring",4,"Other"
"42FTS","PU057-JBA-08162021","pumpkinseed",2021-07-16,"U",6.3,6,NA,0.07,"whole body","AFBC","summer",4,"Other"
"42FTS","JBA044-SED-EXIT-04022021","exit",2021-04-02,NA,NA,NA,NA,0.08,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA099-SED-DOWN-07072021","down",2021-07-07 12:00:00,NA,NA,NA,NA,0.195,"sediment","AFBC","summer",4,"Other"
"42FTS","JBA103-SW-RIPP-06162021","ripp",2021-06-16,NA,NA,NA,0,3.4,"water","AFBC","summer",4,"Other"
"42FTS","PU027-JBA-08132021","pumpkinseed",2021-04-28,"U",12.95,8,NA,0.0575,"whole body","AFBC","spring",4,"Other"
"42FTS","JBA110-SW-EXIT-06232021","exit",2021-06-23,NA,NA,NA,0.33,2.175,"water","AFBC","summer",4,"Other"
"42FTS","JBA037-SED-SPILL-03302021","spill",2021-03-30,NA,NA,NA,NA,0.2,"sediment","AFBC","spring",4,"Other"
"42FTS","JBA043-SED-DOWN-04022021","down",2021-04-02,NA,NA,NA,NA,0.08,"sediment","AFBC","spring",4,"Other"
"42FTS","MM003-JBA-08132021","margined madtom",2021-04-28,"U",1.5,6,NA,0.0555,"whole body","AFBC","spring",4,"Other"
